product_id,description
25538587,"<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"">Французский трикотаж и гипюр</span><br style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"" />
<span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"">Размеры 42-44, 44-46</span><br style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"" />
<span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"">Рост модели 170 см</span></p>

<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"">Цвета: черный, электрик, беж</span></p>"
25540977,"<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"">Французский трикотаж</span><br style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"" />
<span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"">Размеры 42, 44, 46</span><br style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"" />
<span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"">Рост модели 170 см</span></p>"
25540980,"<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 16px; orphans: auto; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); display: inline !important; float: none;"">Французский трикотаж</span><br style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 16px; orphans: auto; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255);"" />
<span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 16px; orphans: auto; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); display: inline !important; float: none;"">Размеры 42, 44, 46</span><br style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 16px; orphans: auto; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255);"" />
<span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 16px; orphans: auto; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); display: inline !important; float: none;"">Рост модели 170 см</span></p>"
25540984,"<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"">Французский трикотаж</span><br style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"" />
<span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"">Размеры 42, 44, 46</span><br style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"" />
<span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"">Рост модели 170 см</span></p>"
25541040,"<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"">Французский трикотаж</span><br style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"" />
<span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"">Размеры 42, 44, 46</span><br style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"" />
<span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"">Рост модели 170 см</span></p>"
25541043,"<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 16px; orphans: auto; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); display: inline !important; float: none;"">Французский трикотаж</span><br style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 16px; orphans: auto; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255);"" />
<span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 16px; orphans: auto; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); display: inline !important; float: none;"">Размеры 42, 44, 46</span><br style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 16px; orphans: auto; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255);"" />
<span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 16px; orphans: auto; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); display: inline !important; float: none;"">Рост модели 170 см</span></p>"
25541047,"<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"">Французский трикотаж</span><br style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"" />
<span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"">Размеры 42, 44, 46</span><br style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"" />
<span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 16px;"">Рост модели 170 см</span></p>"
25573852,"<p>Ткань: трикотаж ангора.</p>

<p>Состав: Шерсть 50%, вискоза 30%, полиэстр 17%, эластан 3%</p>

<p>Размер 44-48</p>

<p>&nbsp;</p>

<p>&nbsp;</p>"
25573899,"<p>Ткань: трикотаж ангора.</p>

<p>Состав: Шерсть 50%, вискоза 30%, полиэстр 17%, эластан 3%</p>

<p>Размер 44-48</p>

<p>&nbsp;</p>

<p>&nbsp;</p>"
25607390,"<p>Прочная и износостойкая модель для пересеченной местности, которая обеспечит фиксацию ноги и защиту от травм. Подошва модели New Balance M554NV противостоит скольжению, а нога фиксируется по всей длине благодаря технологии N-Lock. Амортизацию обеспечивает технология ACTEVA Lite.</p>

<p>Идеальный вариант на каждый день!</p>

<p style=""color: rgb(0, 0, 0); font-family: Arial; font-size: 14px; line-height: normal;""><span style=""font-size: 12px;""><strong>Характеристики / технологии</strong></span></p>

<ul style=""color: rgb(0, 0, 0); font-family: Arial; font-size: 14px; line-height: normal;"">
	<li><span style=""font-size: 12px;""><strong>Верх:&nbsp;</strong>замша / легкий и дышащий текстиль</span></li>
	<li><span style=""font-size: 12px;""><strong>EVA&nbsp;</strong>(<span id=""result_box"" lang=""ru"">этилвинилацетат</span>) - пена подошвы для амортизации</span></li>
	<li><span style=""font-size: 12px;"">Твердая резиновая подошва классический протектор и носок</span></li>
	<li><span style=""font-size: 12px;""><strong>Фиксация:</strong>&nbsp;на шнуровке</span></li>
	<li><span style=""font-size: 12px;""><strong>Цвет:</strong>&nbsp;основа верха-синий / вставки и логотип N - серый</span></li>
</ul>

<p>&nbsp;</p>

<table border=""0"" cellpadding=""0"" cellspacing=""0"" height=""57"" width=""996"">
	<tbody>
		<tr>
			<td colspan=""5""><a href=""http://www.asics-shop.ru/catalog.php?proizvoditel_id=8&amp;category_id=""><font color=""#000000""><img alt="""" src=""http://www.asics-shop.ru/new_balance_logo.jpg"" /></font></a></td>
			<td colspan=""15""><font color=""#000000"" size=""5""><strong>Размерная сетка на спортивную обувь New Balance</strong></font></td>
		</tr>
	</tbody>
</table>

<p><img alt="""" src=""[image_id:49624248]"" style=""width: 606px; height: 129px;"" /></p>

<p>&nbsp;</p>"
25608250,"<p>&nbsp;Размеры: S, M, L.</p>"
25608252,"<p style=""font-size: 13px; line-height: 20.796875px;"">Размеры: S, M, L</p>"
25608255,"<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Размеры: S, M, L.</p>"
25608333,"<p>Размеры: S, M, L.</p>"
25608335,"<p style=""font-size: 13px; line-height: 20.796875px;"">Размеры: S, M, L.</p>"
25608340,"<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Размеры: S, M, L.</p>"
25608388,"<p>Размеры: S, M, L</p>

<p>Цвета: Зеленая туника/Желтая юбка, &nbsp;&nbsp;Желтая туника/Красная юбка, &nbsp; &nbsp;Желтая туника/Зеленая юбка.</p>"
25608403,"<p>Размеры: S, M, L</p>

<p>Цвета: Зеленая туника/Желтая юбка, &nbsp;&nbsp;Желтая туника/Красная юбка, &nbsp; &nbsp;Желтая туника/Зеленая юбка.</p>"
25608407,"<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.799999237060547px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Размеры: S, M, L</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.799999237060547px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Цвета: Зеленая туника/Желтая юбка, &nbsp;&nbsp;Желтая туника/Красная юбка, &nbsp; &nbsp;Желтая туника/Зеленая юбка.</p>"
25609274,"<p>&nbsp;Размеры: S, M,</p>
<p>Материал: Дайвинг</p>"
25609318,"<p style=""font-size: 13px; line-height: 20.796875px;"">&nbsp;Размеры: S, M,</p>

<p style=""font-size: 13px; line-height: 20.796875px;"">Материал: Дайвинг</p>"
25609331,"<p style="""">&nbsp;Размеры: S, M,</p>
<p style="""">Материал: Дайвинг</p>"
25628276,"<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Размеры: S, M, L.</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Ткань: Трикотаж</p>"
25628278,"<p style=""font-size: 13px; line-height: 20.796875px;"">Размеры: S, M, L.</p>

<p style=""font-size: 13px; line-height: 20.796875px;"">Ткань: Трикотаж</p>"
25628282,"<p>&nbsp;Размеры: S, M, L.</p>

<p>Ткань: Трикотаж</p>"
25628360,"<p>&nbsp;Размеры: S, M,&nbsp;</p>

<p>Материал: Масло; Микромасло</p>"
25628373,"<p style=""font-size: 13px; line-height: 20.796875px;"">&nbsp;Размеры: S, M,&nbsp;</p>

<p style=""font-size: 13px; line-height: 20.796875px;"">Материал: Масло; Микромасло</p>"
25628379,"<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">&nbsp;Размеры: S, M,&nbsp;</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Материал: Масло; Микромасло</p>"
25628600,"<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Ткань стрейч-атлас, размеры 42, 44, 46, длина 147см</span></p>"
25628605,"<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Ткань стрейч-атлас, размеры 42, 44, 46, длина 147см</span></p>"
25628610,"<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 15.0625px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); display: inline !important; float: none;"">Ткань стрейч-атлас, размеры 42, 44, 46, длина 147см</span></p>"
25628673,"<p>Размеры: S, M, L</p>
<p>&nbsp;Ткань: верх - атлас, низ - дайвинг,&nbsp;</p>
<p>Длина 145см</p>"
25628685,"<p>Размеры: S, M, L</p>
<p>&nbsp;Ткань: верх - атлас, низ - дайвинг,&nbsp;</p>
<p>Длина 145см</p>"
25628692,"<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Размеры: S, M, L</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;""><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">&nbsp;Ткань: верх - атлас, низ - дайвинг,&nbsp;</span></p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;""><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Длина 145см</span></p>"
25629789,"<p>&nbsp;Ткань плотный трикотаж с гипюром, размеры размеры: S, M, L,&nbsp; длина 97см</p>"
25629791,"<p>Ткань плотный трикотаж с гипюром, размеры размеры: S, M, L,&nbsp; длина 97см</p>"
25629793,"<p>Ткань плотный трикотаж с гипюром, размеры размеры: S, M, L,&nbsp; длина 97см</p>"
25630027,"<p>Размеры: S, M, L</p>
<p>Ткань&nbsp;&nbsp;дайвинг</p>
<p>&nbsp;</p>
<p>Платье для ДОЧКИ:&nbsp;<a href=""http://vk.com/away.php?utf=1&amp;to=http%3A%2F%2Fmiss-style.com.ua%2Fp31480947-detskoe-plate-050.html"">http://miss-style.com.ua/p31480947-detskoe-plate-050...</a></p>"
25634404,"<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Белый и золото, р</span>азмеры: S, M, L</p>"
25634409,"<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Белый и золото, р</span>азмеры: S, M, L</p>"
25634418,"<p><span style=""font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Белый и золото, р</span><span style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); display: inline !important; float: none;"">азмеры: S, M, L</span></p>"
25634919,"<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Ткань: Фр. трикотаж,&nbsp;</span>размеры:&nbsp;</p>

<p>Размеры: S, M, L</p>

<p>Цвета: черный и белый</p>"
25634929,"<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;""><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Ткань: Фр. трикотаж,&nbsp;</span>размеры:</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Размеры: S, M, L</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Цвета: черный и белый</p>"
25635516,"<p>Размеры: S, M, L</p>

<p>Цвет: &nbsp;красный, &nbsp;черный</p>
"
25635525,"<p style=""font-size: 12.7272720336914px; line-height: 20.8000011444092px;"">Размеры: S, M, L</p>

<p style=""font-size: 12.7272720336914px; line-height: 20.8000011444092px;"">Цвет: &nbsp;красный, &nbsp;черный</p>
"
25635530,"<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 12.7272720336914px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.8000011444092px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Размеры: S, M, L</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 12.7272720336914px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.8000011444092px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Цвет: &nbsp;красный, &nbsp;черный</p>
"
25636555,"<p>&nbsp;Размеры: S, M,&nbsp;</p>"
25636570,"<p>&nbsp;Размеры: S, M,</p>"
25636583,"<p>&nbsp;Размеры: S, M,</p>"
25636588,"<p>размеры: S, M, L</p>"
25636598,"<p>размеры: S, M, L</p>"
25636633,"<p>размеры: S, M, L</p>"
25638040,"<p>Размеры: 44, 46. Материал: вискoзный трикoтаж с добавлением шерcти.</p>"
25645043,"<p>Размеры: 44, 46. Материал: вискoзный трикoтаж с добавлением шерcти.</p>"
25645182,"<p>Размеры: 44, 46. Материал: вискoзный трикoтаж с добавлением шерcти.</p>"
25645540,"<p>размеры: S, M, L</p>"
25649267,"<p>Размеры: 44. Материал: фрaнцузский трикотaж. Длина по спинке 48р. - 88см.</p>

<div class=""clear"">&nbsp;</div>

<div class=""hr"">&nbsp;</div>

<div class=""clear"">&nbsp;</div>

<div class=""hr"">&nbsp;</div>"
25649317,"<p>Размеры: 44, 46, 48. Материал: фрaнцузский трикотaж. Длина по спинке 48р. - 88см.</p>

<div class=""clear"">&nbsp;</div>

<div class=""hr"">&nbsp;</div>

<div class=""clear"">&nbsp;</div>

<div class=""hr"">&nbsp;</div>"
25676076,"<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Ткань трикотаж с гипюром,&nbsp;</span>размеры: S, M, L</p>"
25676077,"<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Ткань трикотаж с гипюром,&nbsp;</span><span style=""font-size: 12.727272033691406px; line-height: 20.795454025268555px;"">размеры: S, M, L</span></p>"
25676084,"<p><span style=""font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Ткань трикотаж с гипюром,&nbsp;</span><span style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 12.727272033691406px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.795454025268555px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); display: inline !important; float: none;"">размеры: S, M, L</span></p>"
